mx,my,desiredHeading, currentHeading, headingChange,,,,,,,,mx,my,
-1,54,0,39.21,-39.21,,,21.5,,-25,23.2781954887218,,,,
1,55,0,43.32,-43.32,,,22.5,,-23,24.3609022556391,,,,
0,53,0,39.04,-39.04,,,20.5,,-24,22.1954887218045,,,,
1,54,0,41.53,-41.53,,,21.5,,-23,23.2781954887218,,,,
0,52,0,37.12,-37.12,,,19.5,,-24,21.1127819548872,,,,
2,55,0,44.14,-44.14,,,22.5,,-22,24.3609022556391,,,,
3,53,0,43.15,-43.15,,,20.5,,-21,22.1954887218045,,,,
5,52,0,43.99,-43.99,,,19.5,,-19,21.1127819548872,,,,
6,54,0,47.91,-47.91,,,21.5,,-18,23.2781954887218,,,,
6,53,0,46.97,-46.97,,,20.5,,-18,22.1954887218045,,,,
6,54,0,47.91,-47.91,,,21.5,,-18,23.2781954887218,,,,
6,55,0,49.69,-49.69,,,22.5,,-18,24.3609022556391,,,,
7,54,0,50.01,-50.01,,,21.5,,-17,23.2781954887218,,,,
8,56,0,53.67,-53.67,,,23.5,,-16,25.4436090225564,,,,
9,57,0,57.43,-57.43,,,24.5,,-15,26.5263157894737,,,,
11,55,0,58.78,-58.78,,,22.5,,-13,24.3609022556391,,,,
12,58,0,62.82,-62.82,,,25.5,,-12,27.609022556391,,,,
14,57,0,66.04,-66.04,,,24.5,,-10,26.5263157894737,,,,
17,59,0,74.25,-74.25,,,26.5,,-7,28.6917293233083,,,,
18,58,0,74.88,-74.88,,,25.5,,-6,27.609022556391,,,,
17,60,0,74.62,-74.62,,,27.5,,-7,29.7744360902256,,,,
17,61,0,75.32,-75.32,,,28.5,,-7,30.8571428571429,,,,
16,61,0,72.8,-72.8,,,28.5,,-8,30.8571428571429,,,,
17,61,0,75.32,-75.32,,,28.5,,-7,30.8571428571429,,,,
18,62,0,76.91,-76.91,,,29.5,,-6,31.9398496240602,,,,
18,60,0,75.96,-75.96,,,27.5,,-6,29.7744360902256,,,,
19,60,0,78.69,-78.69,,,27.5,,-5,29.7744360902256,,,,
17,61,0,75.32,-75.32,,,28.5,,-7,30.8571428571429,,,,
20,61,0,80.54,-80.54,,,28.5,,-4,30.8571428571429,,,,
21,60,0,82.87,-82.87,,,27.5,,-3,29.7744360902256,,,,
21,60,0,82.87,-82.87,,,27.5,,-3,29.7744360902256,,,,
22,61,0,84.56,-84.56,,,28.5,,-2,30.8571428571429,,,,
23,60,0,87.14,-87.14,,,27.5,,-1,29.7744360902256,,,,
23,61,0,87.27,-87.27,,,28.5,,-1,30.8571428571429,,,,
24,61,0,88.64,-88.64,,,28.5,,0,30.8571428571429,,,,
25,61,0,91.36,-91.36,,,28.5,,1,30.8571428571429,,,,
28,60,0,97.12,-97.12,,,27.5,,4,29.7744360902256,,,,
27,60,0,95.71,-95.71,,,27.5,,3,29.7744360902256,,,,
26,60,0,92.86,-92.86,,,27.5,,2,29.7744360902256,,,,
26,61,0,92.73,-92.73,,,28.5,,2,30.8571428571429,,,,
28,62,0,96.63,-96.63,,,29.5,,4,31.9398496240602,,,,
30,63,0,100.08,-100.08,,,30.5,,6,33.0225563909774,,,,
28,62,0,96.63,-96.63,,,29.5,,4,31.9398496240602,,,,
28,63,0,96.34,-96.34,,,30.5,,4,33.0225563909774,,,,
30,62,0,100.54,-100.54,,,29.5,,6,31.9398496240602,,,,
31,63,0,102.53,-102.53,,,30.5,,7,33.0225563909774,,,,
32,64,0,103.45,-103.45,,,31.5,,8,34.1052631578947,,,,
31,65,0,101.77,-101.77,,,32.5,,7,35.187969924812,,,,
32,63,0,103.74,-103.74,,,30.5,,8,33.0225563909774,,,,
33,64,0,105.78,-105.78,,,31.5,,9,34.1052631578947,,,,
34,61,0,108.43,-108.43,,,28.5,,10,30.8571428571429,,,,
34,62,0,108.03,-108.03,,,29.5,,10,31.9398496240602,,,,
36,64,0,110.28,-110.28,,,31.5,,12,34.1052631578947,,,,
37,63,0,112.89,-112.89,,,30.5,,13,33.0225563909774,,,,
39,62,0,117.1,-117.1,,,29.5,,15,31.9398496240602,,,,
42,63,0,120.02,-120.02,,,30.5,,18,33.0225563909774,,,,
42,62,0,121.16,-121.16,,,29.5,,18,31.9398496240602,,,,
42,62,0,121.16,-121.16,,,29.5,,18,31.9398496240602,,,,
46,60,0,128.66,-128.66,,,27.5,,22,29.7744360902256,,,,
52,61,0,134.31,-134.31,,,28.5,,28,30.8571428571429,,,,
52,58,0,137.94,-137.94,,,25.5,,28,27.609022556391,,,,
55,58,0,141.19,-141.19,,,25.5,,31,27.609022556391,,,,
58,57,0,144.25,-144.25,,,24.5,,34,26.5263157894737,,,,
62,55,0,149.49,-149.49,,,22.5,,38,24.3609022556391,,,,
62,54,0,151.03,-151.03,,,21.5,,38,23.2781954887218,,,,
64,53,0,153.05,-153.05,,,20.5,,40,22.1954887218045,,,,
67,54,0,154.16,-154.16,,,21.5,,43,23.2781954887218,,,,
68,55,0,153.08,-153.08,,,22.5,,44,24.3609022556391,,,,
74,51,0,159.95,-159.95,,,18.5,,50,20.0300751879699,,,,
73,53,0,157.66,-157.66,,,20.5,,49,22.1954887218045,,,,
75,51,0,160.44,-160.44,,,18.5,,51,20.0300751879699,,,,
77,51,0,161.13,-161.13,,,18.5,,53,20.0300751879699,,,,
79,51,0,161.77,-161.77,,,18.5,,55,20.0300751879699,,,,
80,51,0,161.98,-161.98,,,18.5,,56,20.0300751879699,,,,
81,50,0,163.61,-163.61,,,17.5,,57,18.9473684210526,,,,
85,49,0,165.23,-165.23,,,16.5,,61,17.8646616541353,,,,
84,47,0,166.72,-166.72,,,14.5,,60,15.6992481203008,,,,
84,48,0,166.12,-166.12,,,15.5,,60,16.781954887218,,,,
86,48,0,166.55,-166.55,,,15.5,,62,16.781954887218,,,,
88,46,0,168.69,-168.69,,,13.5,,64,14.6165413533835,,,,
90,44,0,170.73,-170.73,,,11.5,,66,12.4511278195489,,,,
92,43,0,172.11,-172.11,,,10.5,,68,11.3684210526316,,,,
93,41,0,173.9,-173.9,,,8.5,,69,9.20300751879699,,,,
93,44,0,171.17,-171.17,,,11.5,,69,12.4511278195489,,,,
92,40,0,174.35,-174.35,,,7.5,,68,8.1203007518797,,,,
94,42,0,172.87,-172.87,,,9.5,,70,10.2857142857143,,,,
93,40,0,174.45,-174.45,,,7.5,,69,8.1203007518797,,,,
94,40,0,174.51,-174.51,,,7.5,,70,8.1203007518797,,,,
93,39,0,175.56,-175.56,,,6.5,,69,7.03759398496241,,,,
94,41,0,173.96,-173.96,,,8.5,,70,9.20300751879699,,,,
91,40,0,174.29,-174.29,,,7.5,,67,8.1203007518797,,,,
91,38,0,176,-176,,,5.5,,67,5.95488721804511,,,,
91,39,0,175.43,-175.43,,,6.5,,67,7.03759398496241,,,,
91,39,0,175.43,-175.43,,,6.5,,67,7.03759398496241,,,,
89,39,0,175.29,-175.29,,,6.5,,65,7.03759398496241,,,,
88,40,0,173.99,-173.99,,,7.5,,64,8.1203007518797,,,,
87,39,0,175.14,-175.14,,,6.5,,63,7.03759398496241,,,,
86,42,0,171.96,-171.96,,,9.5,,62,10.2857142857143,,,,
88,41,0,173.4,-173.4,,,8.5,,64,9.20300751879699,,,,
84,41,0,172.95,-172.95,,,8.5,,60,9.20300751879699,,,,
85,43,0,171.25,-171.25,,,10.5,,61,11.3684210526316,,,,
83,41,0,172.87,-172.87,,,8.5,,59,9.20300751879699,,,,
82,39,0,174.69,-174.69,,,6.5,,58,7.03759398496241,,,,
80,38,0,175.18,-175.18,,,5.5,,56,5.95488721804511,,,,
81,37,0,176.63,-176.63,,,4.5,,57,4.87218045112782,,,,
80,35,0,178.62,-178.62,,,2.5,,56,2.70676691729323,,,,
78,36,0,177.14,-177.14,,,3.5,,54,3.78947368421053,,,,
76,37,0,176.28,-176.28,,,4.5,,52,4.87218045112782,,,,
77,36,0,177.1,-177.1,,,3.5,,53,3.78947368421053,,,,
74,35,0,178.45,-178.45,,,2.5,,50,2.70676691729323,,,,
71,36,0,176.73,-176.73,,,3.5,,47,3.78947368421053,,,,
67,38,0,173.76,-173.76,,,5.5,,43,5.95488721804511,,,,
67,39,0,172.87,-172.87,,,6.5,,43,7.03759398496241,,,,
65,39,0,172.53,-172.53,,,6.5,,41,7.03759398496241,,,,
61,40,0,169.7,-169.7,,,7.5,,37,8.1203007518797,,,,
59,40,0,169.11,-169.11,,,7.5,,35,8.1203007518797,,,,
56,39,0,170.34,-170.34,,,6.5,,32,7.03759398496241,,,,
51,39,0,168.69,-168.69,,,6.5,,27,7.03759398496241,,,,
46,39,0,165.96,-165.96,,,6.5,,22,7.03759398496241,,,,
45,39,0,165.53,-165.53,,,6.5,,21,7.03759398496241,,,,
43,38,0,165.96,-165.96,,,5.5,,19,5.95488721804511,,,,
41,41,0,156.25,-156.25,,,8.5,,17,9.20300751879699,,,,
42,40,0,158.96,-158.96,,,7.5,,18,8.1203007518797,,,,
43,39,0,164.05,-164.05,,,6.5,,19,7.03759398496241,,,,
39,40,0,155.56,-155.56,,,7.5,,15,8.1203007518797,,,,
38,37,0,165.96,-165.96,,,4.5,,14,4.87218045112782,,,,
36,41,0,147.09,-147.09,,,8.5,,12,9.20300751879699,,,,
34,40,0,144.46,-144.46,,,7.5,,10,8.1203007518797,,,,
33,41,0,139.76,-139.76,,,8.5,,9,9.20300751879699,,,,
32,41,0,135,-135,,,8.5,,8,9.20300751879699,,,,
29,42,0,118.3,-118.3,,,9.5,,5,10.2857142857143,,,,
27,40,0,111.8,-111.8,,,7.5,,3,8.1203007518797,,,,
28,45,0,106.39,-106.39,,,12.5,,4,13.5338345864662,,,,
28,42,0,111.04,-111.04,,,9.5,,4,10.2857142857143,,,,
27,42,0,107.1,-107.1,,,9.5,,3,10.2857142857143,,,,
25,44,0,93.58,-93.58,,,11.5,,1,12.4511278195489,,,,
25,41,0,95.19,-95.19,,,8.5,,1,9.20300751879699,,,,
25,41,0,95.19,-95.19,,,8.5,,1,9.20300751879699,,,,
25,40,0,95.71,-95.71,,,7.5,,1,8.1203007518797,,,,
24,43,0,85.91,-85.91,,,10.5,,0,11.3684210526316,,,,
23,43,0,81.87,-81.87,,,10.5,,-1,11.3684210526316,,,,
20,43,0,63.43,-63.43,,,10.5,,-4,11.3684210526316,,,,
21,44,0,72.65,-72.65,,,11.5,,-3,12.4511278195489,,,,
24,43,0,85.91,-85.91,,,10.5,,0,11.3684210526316,,,,
20,46,0,69.78,-69.78,,,13.5,,-4,14.6165413533835,,,,
20,44,0,66.37,-66.37,,,11.5,,-4,12.4511278195489,,,,
17,44,0,55.49,-55.49,,,11.5,,-7,12.4511278195489,,,,
19,45,0,64.8,-64.8,,,12.5,,-5,13.5338345864662,,,,
19,45,0,64.8,-64.8,,,12.5,,-5,13.5338345864662,,,,
19,43,0,60.26,-60.26,,,10.5,,-5,11.3684210526316,,,,
18,43,0,54.46,-54.46,,,10.5,,-6,11.3684210526316,,,,
16,45,0,52.59,-52.59,,,12.5,,-8,13.5338345864662,,,,
16,43,0,47.12,-47.12,,,10.5,,-8,11.3684210526316,,,,
16,44,0,50.91,-50.91,,,11.5,,-8,12.4511278195489,,,,
18,44,0,57.99,-57.99,,,11.5,,-6,12.4511278195489,,,,
15,43,0,45,-45,,,10.5,,-9,11.3684210526316,,,,
13,44,0,43.26,-43.26,,,11.5,,-11,12.4511278195489,,,,
12,45,0,41.82,-41.82,,,12.5,,-12,13.5338345864662,,,,
11,41,0,28.81,-28.81,,,8.5,,-13,9.20300751879699,,,,
9,42,0,29.48,-29.48,,,9.5,,-15,10.2857142857143,,,,
8,41,0,23.75,-23.75,,,8.5,,-16,9.20300751879699,,,,
7,43,0,28.3,-28.3,,,10.5,,-17,11.3684210526316,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
9,38,0,16.93,-16.93,,,5.5,,-15,5.95488721804511,,,,
10,39,0,19.98,-19.98,,,6.5,,-14,7.03759398496241,,,,
9,40,0,23.5,-23.5,,,7.5,,-15,8.1203007518797,,,,
10,40,0,24.44,-24.44,,,7.5,,-14,8.1203007518797,,,,
10,39,0,19.98,-19.98,,,6.5,,-14,7.03759398496241,,,,
8,38,0,15.64,-15.64,,,5.5,,-16,5.95488721804511,,,,
8,39,0,17.74,-17.74,,,6.5,,-16,7.03759398496241,,,,
6,38,0,14.04,-14.04,,,5.5,,-18,5.95488721804511,,,,
6,37,0,10.12,-10.12,,,4.5,,-18,4.87218045112782,,,,
5,39,0,15.42,-15.42,,,6.5,,-19,7.03759398496241,,,,
3,42,0,22.11,-22.11,,,9.5,,-21,10.2857142857143,,,,
1,42,0,20.38,-20.38,,,9.5,,-23,10.2857142857143,,,,
-1,43,0,20.22,-20.22,,,10.5,,-25,11.3684210526316,,,,
-2,44,0,21.8,-21.8,,,11.5,,-26,12.4511278195489,,,,
-4,43,0,18.03,-18.03,,,10.5,,-28,11.3684210526316,,,,
-4,43,0,18.03,-18.03,,,10.5,,-28,11.3684210526316,,,,
-5,42,0,16.46,-16.46,,,9.5,,-29,10.2857142857143,,,,
-3,42,0,17.59,-17.59,,,9.5,,-27,10.2857142857143,,,,
-4,42,0,16.82,-16.82,,,9.5,,-28,10.2857142857143,,,,
-2,43,0,19.29,-19.29,,,10.5,,-26,11.3684210526316,,,,
-5,42,0,16.46,-16.46,,,9.5,,-29,10.2857142857143,,,,
-1,52,0,36.38,-36.38,,,19.5,,-25,21.1127819548872,,,,
-7,52,0,30.78,-30.78,,,19.5,,-31,21.1127819548872,,,,
-2,55,0,39.52,-39.52,,,22.5,,-26,24.3609022556391,,,,
-4,53,0,34.9,-34.9,,,20.5,,-28,22.1954887218045,,,,
-4,52,0,33.07,-33.07,,,19.5,,-28,21.1127819548872,,,,
-3,52,0,34.33,-34.33,,,19.5,,-27,21.1127819548872,,,,
-2,53,0,36.87,-36.87,,,20.5,,-26,22.1954887218045,,,,
-1,52,0,36.38,-36.38,,,19.5,,-25,21.1127819548872,,,,
-2,50,0,32.01,-32.01,,,17.5,,-26,18.9473684210526,,,,
-2,53,0,36.87,-36.87,,,20.5,,-26,22.1954887218045,,,,
-1,51,0,35.39,-35.39,,,18.5,,-25,20.0300751879699,,,,
-2,52,0,34.99,-34.99,,,19.5,,-26,21.1127819548872,,,,
0,48,0,30.74,-30.74,,,15.5,,-24,16.781954887218,,,,
1,50,0,35.54,-35.54,,,17.5,,-23,18.9473684210526,,,,
0,49,0,32.97,-32.97,,,16.5,,-24,17.8646616541353,,,,
2,47,0,31.7,-31.7,,,14.5,,-22,15.6992481203008,,,,
3,50,0,38,-38,,,17.5,,-21,18.9473684210526,,,,
3,48,0,34.51,-34.51,,,15.5,,-21,16.781954887218,,,,
5,49,0,39.61,-39.61,,,16.5,,-19,17.8646616541353,,,,
5,49,0,39.61,-39.61,,,16.5,,-19,17.8646616541353,,,,
6,49,0,40.6,-40.6,,,16.5,,-18,17.8646616541353,,,,
7,44,0,31.61,-31.61,,,11.5,,-17,12.4511278195489,,,,
7,45,0,33.18,-33.18,,,12.5,,-17,13.5338345864662,,,,
8,43,0,29.25,-29.25,,,10.5,,-16,11.3684210526316,,,,
8,44,0,32.62,-32.62,,,11.5,,-16,12.4511278195489,,,,
9,47,0,42.4,-42.4,,,14.5,,-15,15.6992481203008,,,,
7,45,0,33.18,-33.18,,,12.5,,-17,13.5338345864662,,,,
7,45,0,33.18,-33.18,,,12.5,,-17,13.5338345864662,,,,
8,43,0,29.25,-29.25,,,10.5,,-16,11.3684210526316,,,,
9,46,0,39.56,-39.56,,,13.5,,-15,14.6165413533835,,,,
7,43,0,28.3,-28.3,,,10.5,,-17,11.3684210526316,,,,
7,44,0,31.61,-31.61,,,11.5,,-17,12.4511278195489,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
7,45,0,33.18,-33.18,,,12.5,,-17,13.5338345864662,,,,
6,44,0,29.74,-29.74,,,11.5,,-18,12.4511278195489,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
7,43,0,28.3,-28.3,,,10.5,,-17,11.3684210526316,,,,
7,46,0,36.16,-36.16,,,13.5,,-17,14.6165413533835,,,,
10,43,0,32.47,-32.47,,,10.5,,-14,11.3684210526316,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
7,44,0,31.61,-31.61,,,11.5,,-17,12.4511278195489,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
7,45,0,33.18,-33.18,,,12.5,,-17,13.5338345864662,,,,
8,44,0,32.62,-32.62,,,11.5,,-16,12.4511278195489,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
11,45,0,40.36,-40.36,,,12.5,,-13,13.5338345864662,,,,
8,45,0,34.22,-34.22,,,12.5,,-16,13.5338345864662,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
7,44,0,31.61,-31.61,,,11.5,,-17,12.4511278195489,,,,
7,44,0,31.61,-31.61,,,11.5,,-17,12.4511278195489,,,,
7,47,0,38.93,-38.93,,,14.5,,-17,15.6992481203008,,,,
7,45,0,33.18,-33.18,,,12.5,,-17,13.5338345864662,,,,
8,44,0,32.62,-32.62,,,11.5,,-16,12.4511278195489,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
12,47,0,47.86,-47.86,,,14.5,,-12,15.6992481203008,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
9,46,0,39.56,-39.56,,,13.5,,-15,14.6165413533835,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
8,47,0,40.03,-40.03,,,14.5,,-16,15.6992481203008,,,,
9,46,0,39.56,-39.56,,,13.5,,-15,14.6165413533835,,,,
11,46,0,43.53,-43.53,,,13.5,,-13,14.6165413533835,,,,
11,46,0,43.53,-43.53,,,13.5,,-13,14.6165413533835,,,,
11,44,0,38.66,-38.66,,,11.5,,-13,12.4511278195489,,,,
15,45,0,50.53,-50.53,,,12.5,,-9,13.5338345864662,,,,
14,47,0,52.7,-52.7,,,14.5,,-10,15.6992481203008,,,,
12,43,0,36.38,-36.38,,,10.5,,-12,11.3684210526316,,,,
12,44,0,40.1,-40.1,,,11.5,,-12,12.4511278195489,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
15,46,0,53.62,-53.62,,,13.5,,-9,14.6165413533835,,,,
11,47,0,46.4,-46.4,,,14.5,,-13,15.6992481203008,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
7,43,0,28.3,-28.3,,,10.5,,-17,11.3684210526316,,,,
10,45,0,37.69,-37.69,,,12.5,,-14,13.5338345864662,,,,
9,44,0,34.82,-34.82,,,11.5,,-15,12.4511278195489,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
9,43,0,31.33,-31.33,,,10.5,,-15,11.3684210526316,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
9,43,0,31.33,-31.33,,,10.5,,-15,11.3684210526316,,,,
10,45,0,37.69,-37.69,,,12.5,,-14,13.5338345864662,,,,
11,44,0,38.66,-38.66,,,11.5,,-13,12.4511278195489,,,,
9,47,0,42.4,-42.4,,,14.5,,-15,15.6992481203008,,,,
8,44,0,32.62,-32.62,,,11.5,,-16,12.4511278195489,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
11,45,0,40.36,-40.36,,,12.5,,-13,13.5338345864662,,,,
7,44,0,31.61,-31.61,,,11.5,,-17,12.4511278195489,,,,
8,45,0,34.22,-34.22,,,12.5,,-16,13.5338345864662,,,,
10,42,0,30.58,-30.58,,,9.5,,-14,10.2857142857143,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
9,46,0,39.56,-39.56,,,13.5,,-15,14.6165413533835,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
9,46,0,39.56,-39.56,,,13.5,,-15,14.6165413533835,,,,
8,44,0,32.62,-32.62,,,11.5,,-16,12.4511278195489,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
9,46,0,39.56,-39.56,,,13.5,,-15,14.6165413533835,,,,
9,46,0,39.56,-39.56,,,13.5,,-15,14.6165413533835,,,,
9,46,0,39.56,-39.56,,,13.5,,-15,14.6165413533835,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
10,45,0,37.69,-37.69,,,12.5,,-14,13.5338345864662,,,,
10,44,0,36.03,-36.03,,,11.5,,-14,12.4511278195489,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
8,47,0,40.03,-40.03,,,14.5,,-16,15.6992481203008,,,,
9,44,0,34.82,-34.82,,,11.5,,-15,12.4511278195489,,,,
8,44,0,32.62,-32.62,,,11.5,,-16,12.4511278195489,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
8,45,0,34.22,-34.22,,,12.5,,-16,13.5338345864662,,,,
8,44,0,32.62,-32.62,,,11.5,,-16,12.4511278195489,,,,
7,47,0,38.93,-38.93,,,14.5,,-17,15.6992481203008,,,,
9,47,0,42.4,-42.4,,,14.5,,-15,15.6992481203008,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
10,45,0,37.69,-37.69,,,12.5,,-14,13.5338345864662,,,,
10,45,0,37.69,-37.69,,,12.5,,-14,13.5338345864662,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
7,47,0,38.93,-38.93,,,14.5,,-17,15.6992481203008,,,,
9,44,0,34.82,-34.82,,,11.5,,-15,12.4511278195489,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
10,45,0,37.69,-37.69,,,12.5,,-14,13.5338345864662,,,,
8,45,0,34.22,-34.22,,,12.5,,-16,13.5338345864662,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
10,45,0,37.69,-37.69,,,12.5,,-14,13.5338345864662,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
10,44,0,36.03,-36.03,,,11.5,,-14,12.4511278195489,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
8,47,0,40.03,-40.03,,,14.5,,-16,15.6992481203008,,,,
8,45,0,34.22,-34.22,,,12.5,,-16,13.5338345864662,,,,
10,45,0,37.69,-37.69,,,12.5,,-14,13.5338345864662,,,,
10,47,0,43.67,-43.67,,,14.5,,-14,15.6992481203008,,,,
11,46,0,43.53,-43.53,,,13.5,,-13,14.6165413533835,,,,
9,46,0,39.56,-39.56,,,13.5,,-15,14.6165413533835,,,,
11,43,0,34.99,-34.99,,,10.5,,-13,11.3684210526316,,,,
10,44,0,36.03,-36.03,,,11.5,,-14,12.4511278195489,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
10,47,0,43.67,-43.67,,,14.5,,-14,15.6992481203008,,,,
8,45,0,34.22,-34.22,,,12.5,,-16,13.5338345864662,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
9,46,0,39.56,-39.56,,,13.5,,-15,14.6165413533835,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
9,44,0,34.82,-34.82,,,11.5,,-15,12.4511278195489,,,,
9,44,0,34.82,-34.82,,,11.5,,-15,12.4511278195489,,,,
11,46,0,43.53,-43.53,,,13.5,,-13,14.6165413533835,,,,
9,46,0,39.56,-39.56,,,13.5,,-15,14.6165413533835,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
7,45,0,33.18,-33.18,,,12.5,,-17,13.5338345864662,,,,
10,45,0,37.69,-37.69,,,12.5,,-14,13.5338345864662,,,,
10,45,0,37.69,-37.69,,,12.5,,-14,13.5338345864662,,,,
11,47,0,46.4,-46.4,,,14.5,,-13,15.6992481203008,,,,
10,45,0,37.69,-37.69,,,12.5,,-14,13.5338345864662,,,,
8,43,0,29.25,-29.25,,,10.5,,-16,11.3684210526316,,,,
9,46,0,39.56,-39.56,,,13.5,,-15,14.6165413533835,,,,
10,48,0,45,-45,,,15.5,,-14,16.781954887218,,,,
10,45,0,37.69,-37.69,,,12.5,,-14,13.5338345864662,,,,
9,44,0,34.82,-34.82,,,11.5,,-15,12.4511278195489,,,,
8,44,0,32.62,-32.62,,,11.5,,-16,12.4511278195489,,,,
10,44,0,36.03,-36.03,,,11.5,,-14,12.4511278195489,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
11,45,0,40.36,-40.36,,,12.5,,-13,13.5338345864662,,,,
10,45,0,37.69,-37.69,,,12.5,,-14,13.5338345864662,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
9,47,0,42.4,-42.4,,,14.5,,-15,15.6992481203008,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
7,45,0,33.18,-33.18,,,12.5,,-17,13.5338345864662,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
11,45,0,40.36,-40.36,,,12.5,,-13,13.5338345864662,,,,
6,45,0,31.26,-31.26,,,12.5,,-18,13.5338345864662,,,,
8,44,0,32.62,-32.62,,,11.5,,-16,12.4511278195489,,,,
8,45,0,34.22,-34.22,,,12.5,,-16,13.5338345864662,,,,
9,44,0,34.82,-34.82,,,11.5,,-15,12.4511278195489,,,,
7,45,0,33.18,-33.18,,,12.5,,-17,13.5338345864662,,,,
8,46,0,37.23,-37.23,,,13.5,,-16,14.6165413533835,,,,
10,45,0,37.69,-37.69,,,12.5,,-14,13.5338345864662,,,,
7,45,0,33.18,-33.18,,,12.5,,-17,13.5338345864662,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
10,46,0,40.82,-40.82,,,13.5,,-14,14.6165413533835,,,,
11,44,0,38.66,-38.66,,,11.5,,-13,12.4511278195489,,,,
8,45,0,34.22,-34.22,,,12.5,,-16,13.5338345864662,,,,
